-1000.0824,32,1.3506409,5.5217366,3.8604991,-1.3220161,1.36,0.82,-1.2450073,0.6363713,-0.43714032,-1.4911543,32.249535,1.3506409,5.5217366,3.8604991,-1.3220161,1.3604604,0.81862545,-1.2450073,0.6363713,-0.43714032,-1.4911543,-0.73235923,0.6383608,0.61321455,0.58199865,32.249535
-1001.39343,49,-12.197973,7.4327335,1.3131784,1.0751712,1.67,0.92,-2.0638056,-0.036985185,-1.9916914,-1.4288812,49.785053,-12.197973,7.4327335,1.3131784,1.0751712,1.6740408,0.9211029,-2.0638056,-0.036985185,-1.9916914,-1.4288812,-0.82891107,0.6674979,0.6553126,0.6947509,49.785053
-1001.9622,40,-21.137255,7.5802217,8.697485,-6.8639593,-1.63,7.48,-2.8548985,-5.641445,-1.1321456,1.9225258,40.347412,-21.137255,7.5802217,8.697485,-6.8639593,-1.6321945,7.4800363,-2.8548985,-5.641445,-1.1321456,1.9225258,-2.938653,0.6826139,0.5544907,0.50871223,40.347412
-1003.2967,33,-19.451809,-0.775839,3.3371701,-7.12535,0.6,4.07,-1.8025582,-2.2515876,-6.714041,-4.0862327,33.646473,-19.451809,-0.775839,3.3371701,-7.12535,0.60421515,4.0677357,-1.8025582,-2.2515876,-6.714041,-4.0862327,0.5857028,0.37027475,0.35574982,0.33809948,33.646473
-1003.3986,58,8.109316,9.613113,8.03175,1.9928756,0.22,1.04,-3.3289442,-0.8081783,-2.7908866,-3.448231,58.69777,8.109316,9.613113,8.03175,1.9928756,0.22393452,1.0399687,-3.3289442,-0.8081783,-2.7908866,-3.448231,-4.611259,0.3073657,0.30885854,0.26647818,58.69777
-1003.78174,27,-8.193357,6.4128656,0.5851149,-1.4957702,0.48,0.87,-5.8105583,-1.1834667,-1.7496485,-0.6666764,27.692926,-8.193357,6.4128656,0.5851149,-1.4957702,0.47590646,0.8695679,-5.8105583,-1.1834667,-1.7496485,-0.6666764,0.51375526,0.6082091,0.6077544,0.6459058,27.692926
-1004.3095,5,-7.392699,5.8429585,-2.7586198,-3.3795087,-2.5,1.18,-5.4365964,-0.20012477,-0.93517023,1.3838072,5.11275,-7.392699,5.8429585,-2.7586198,-3.3795087,-2.4977348,1.1813357,-5.4365964,-0.20012477,-0.93517023,1.3838072,2.3867862,0.71241266,0.7193942,0.7758003,5.11275
-1004.5788,41,2.736637,15.657987,7.4797306,-2.900566,4.0,1.91,-5.5733643,-0.6849731,-4.255018,-4.5006294,41.58922,2.736637,15.657987,7.4797306,-2.900566,4.00487,1.9116311,-5.5733643,-0.6849731,-4.255018,-4.5006294,-2.4641151,0.16189107,0.141647,0.12953348,41.58922
-1006.4156,3,-8.769142,3.5372534,-4.10438,-1.2233062,-2.41,1.49,-5.9755187,-2.1583915,-1.2168692,3.683509,3.7993777,-8.769142,3.5372534,-4.10438,-1.2233062,-2.4088273,1.4888837,-5.9755187,-2.1583915,-1.2168692,3.683509,4.165033,0.6539054,0.6592195,0.7148158,3.7993777
-1006.7243,41,-6.861095,10.623528,6.186225,-1.6072005,2.53,0.74,-5.031674,1.4489943,-0.84862816,-2.6030107,41.610332,-6.861095,10.623528,6.186225,-1.6072005,2.533905,0.7374995,-5.031674,1.4489943,-0.84862816,-2.6030107,-0.42811918,0.61181563,0.6720743,0.5392921,41.610332
-1006.8099,65,32.33632,13.524093,3.7697816,3.0747797,-3.29,3.16,1.0546037,7.935139,4.732409,4.6173453,65.66457,32.33632,13.524093,3.7697816,3.0747797,-3.2939916,3.161875,1.0546037,7.935139,4.732409,4.6173453,1.305605,0.6241731,0.6324602,0.6248959,65.66457
-1009.37354,17,-3.7013624,4.153274,3.506212,0.10370303,3.48,1.64,0.07365351,2.1046824,0.38488096,0.49853882,17.905842,-3.7013624,4.153274,3.506212,0.10370303,3.4798524,1.6392585,0.07365351,2.1046824,0.38488096,0.49853882,1.1252264,0.18680112,0.19603787,0.2174531,17.905842
-1009.40796,48,2.8020768,9.877018,8.832768,6.3087897,3.35,2.02,-0.22776169,5.477191,1.9092132,-0.8936492,48.080177,2.8020768,9.877018,8.832768,6.3087897,3.346728,2.01593,-0.22776169,5.477191,1.9092132,-0.8936492,-0.62073964,0.6635801,0.6739568,0.6760956,48.080177
-1009.4265,23,1.3796308,8.18029,4.965183,0.9472285,4.4,2.12,0.69286305,2.544693,0.2788486,0.38956955,23.788658,1.3796308,8.18029,4.965183,0.9472285,4.3970623,2.1178293,0.69286305,2.544693,0.2788486,0.38956955,0.9734355,0.24163674,0.25247103,0.23840162,23.788658
-1009.75574,44,-9.558976,12.483736,6.0857334,-2.778986,6.46,1.28,-0.62670213,6.85833,0.5856059,1.4579306,44.53622,-9.558976,12.483736,6.0857334,-2.778986,6.456699,1.2785331,-0.62670213,6.85833,0.5856059,1.4579306,2.493554,0.29667395,0.28762788,0.30021614,44.53622
-1010.8484,31,10.914811,6.205165,3.3849833,1.3493785,1.13,0.73,-1.1055537,-0.5605818,-1.128677,-1.1359135,31.480633,10.914811,6.205165,3.3849833,1.3493785,1.1331362,0.7277318,-1.1055537,-0.5605818,-1.128677,-1.1359135,-1.7148358,0.39916605,0.38630533,0.37232286,31.480633
-1018.30206,53,8.549109,14.014327,5.737116,0.09035697,6.68,8.3,2.3863175,3.7914157,0.6659057,1.4076179,53.576866,8.549109,14.014327,5.737116,0.09035697,6.6811633,8.296077,2.3863175,3.7914157,0.6659057,1.4076179,0.6709499,0.43383688,0.4381109,0.38581902,53.576866
-1018.4554,45,-3.08243,7.9547677,6.0554104,1.0615193,-0.51,1.73,-0.31932303,2.6036494,-1.783903,-1.4853084,45.223465,-3.08243,7.9547677,6.0554104,1.0615193,-0.50725424,1.7304759,-0.31932303,2.6036494,-1.783903,-1.4853084,-0.4441821,0.6824193,0.6959515,0.67787987,45.223465
-1020.8746,8,-8.613632,7.007113,-1.2977096,-2.9148166,-0.17,0.72,-4.0142493,1.0247175,-0.97493005,-0.019887626,8.943857,-8.613632,7.007113,-1.2977096,-2.9148166,-0.17274818,0.7199635,-4.0142493,1.0247175,-0.97493005,-0.019887626,1.5833638,0.71231985,0.7292765,0.75730765,8.943857
-1021.56354,17,-2.4248421,5.7388887,3.5731845,-0.26374936,2.87,1.2,-0.13113908,1.3386743,-0.7765868,-0.307032,17.663614,-2.4248421,5.7388887,3.5731845,-0.26374936,2.8739393,1.1997138,-0.13113908,1.3386743,-0.7765868,-0.307032,0.25523803,0.15472382,0.18274543,0.18243533,17.663614
-1022.5385,43,3.1948695,9.282615,5.93864,2.8579497,3.39,2.98,-0.17724437,3.702308,1.9045136,1.1303933,43.52848,3.1948695,9.282615,5.93864,2.8579497,3.3863227,2.9753368,-0.17724437,3.702308,1.9045136,1.1303933,1.0173988,0.4604134,0.43816647,0.4267157,43.52848
-1023.7831,47,-2.619179,11.4947815,6.037045,-5.208556,2.25,1.57,-2.4679039,3.5365674,-1.3430412,-0.70720345,47.0253,-2.619179,11.4947815,6.037045,-5.208556,2.2455313,1.5749217,-2.4679039,3.5365674,-1.3430412,-0.70720345,1.8205862,0.26196828,0.2833562,0.27574253,47.0253
-1024.5344,53,0.7275045,5.72997,3.4645112,0.85957247,3.07,1.03,-2.8490741,-1.2124938,-2.1149817,0.34882003,53.657898,0.7275045,5.72997,3.4645112,0.85957247,3.068536,1.0299039,-2.8490741,-1.2124938,-2.1149817,0.34882003,0.59867007,0.57738626,0.60949963,0.636196,53.657898
-1024.6212,52,-8.584169,-0.8987876,2.2006605,-2.433719,2.8,4.82,-2.5278912,-2.4380913,-4.1666803,-4.049074,52.96481,-8.584169,-0.8987876,2.2006605,-2.433719,2.802622,4.8208184,-2.5278912,-2.4380913,-4.1666803,-4.049074,-1.1153731,0.55930305,0.58600676,0.6062214,52.96481
-1027.8772,52,-9.753117,-0.71876705,2.2577922,-4.945402,-1.34,1.4,-3.4880645,-0.575219,-0.049422696,-0.9646349,52.196346,-9.753117,-0.71876705,2.2577922,-4.945402,-1.3404481,1.3986032,-3.4880645,-0.575219,-0.049422696,-0.9646349,-0.0046579,0.5959892,0.5791511,0.60997844,52.196346
-1029.167,-10,7.071126,-4.5722003,-2.2646816,0.73846024,-5.16,1.61,-4.833791,1.5204632,-5.7443624,3.700445,-10.792076,7.071126,-4.5722003,-2.2646816,0.73846024,-5.1567426,1.6111366,-4.833791,1.5204632,-5.7443624,3.700445,-3.479789,0.8307903,0.85638565,0.850815,-10.792076
-1030.1617,70,31.354788,8.216558,11.233646,5.8992467,0.98,19.41,-8.291136,2.9693959,-7.718305,3.4646192,70.86175,31.354788,8.216558,11.233646,5.8992467,0.9834764,19.409824,-8.291136,2.9693959,-7.718305,3.4646192,-4.43965,0.30535764,0.45290837,0.7835505,70.86175
-1030.3923,17,-5.229035,3.1302843,2.1694179,2.074686,7.35,2.77,0.60424054,3.3698192,-0.17751785,0.5557274,17.153246,-5.229035,3.1302843,2.1694179,2.074686,7.3461776,2.7703729,0.60424054,3.3698192,-0.17751785,0.5557274,0.83863604,0.11290978,0.11991229,0.13421325,17.153246
-1030.4908,11,-5.110589,3.8696811,2.1565955,-0.91480255,3.16,0.72,0.44440034,2.7024033,0.24582905,0.4156516,11.166572,-5.110589,3.8696811,2.1565955,-0.91480255,3.1575453,0.7240794,0.44440034,2.7024033,0.24582905,0.4156516,1.2888702,0.49737948,0.49577945,0.5150612,11.166572
-1032.4833,20,-12.990114,12.004594,-1.3389713,-0.79147404,0.0,1.24,-3.0703974,1.4397113,-0.6676154,-0.8667052,20.018467,-12.990114,12.004594,-1.3389713,-0.79147404,-3.9229484E-4,1.2371217,-3.0703974,1.4397113,-0.6676154,-0.8667052,0.8617007,0.57713884,0.5966282,0.6452269,20.018467
-1034.2069,42,8.925114,13.774341,8.670205,4.9720407,6.08,3.36,1.0996294,3.1679852,1.238444,2.134564,42.05111,8.925114,13.774341,8.670205,4.9720407,6.0770454,3.3550184,1.0996294,3.1679852,1.238444,2.134564,2.0906875,0.6035326,0.6204354,0.6176984,42.05111
-1034.6309,23,-1.6424903,8.330976,3.7757733,-0.07793819,4.61,1.24,-0.596936,2.8979285,-0.3268832,-0.21102141,23.078123,-1.6424903,8.330976,3.7757733,-0.07793819,4.614403,1.2385145,-0.596936,2.8979285,-0.3268832,-0.21102141,0.9901455,0.17388256,0.182976,0.17864028,23.078123
-1036.4677,22,-4.1206107,6.2025857,3.3674283,-0.65467316,4.08,1.17,0.101086654,3.195192,-0.12281055,0.58344096,22.590042,-4.1206107,6.2025857,3.3674283,-0.65467316,4.0821614,1.1655946,0.101086654,3.195192,-0.12281055,0.58344096,1.622753,0.19035837,0.2006044,0.20444134,22.590042
-1036.5703,7,4.964983,4.4489646,1.5499291,3.0380316,-1.24,2.4,-2.2247577,1.2425412,-1.2343416,-0.41658834,7.1423426,4.964983,4.4489646,1.5499291,3.0380316,-1.2422024,2.3971467,-2.2247577,1.2425412,-1.2343416,-0.41658834,-0.90777206,0.7801929,0.80948776,0.8156169,7.1423426
-1037.7085,17,-6.4416475,0.24437714,2.0682166,-1.0537535,1.88,1.01,-1.2745451,1.0646218,-0.67263275,-1.275641,17.065699,-6.4416475,0.24437714,2.0682166,-1.0537535,1.8791087,1.0111467,-1.2745451,1.0646218,-0.67263275,-1.275641,0.44064882,0.24466854,0.23852713,0.22767061,17.065699
-1038.3896,73,25.464394,20.855444,14.4876375,14.398704,11.65,7.5,7.6309185,7.1203194,8.1068945,6.760973,73.489006,25.464394,20.855444,14.4876375,14.398704,11.653134,7.497469,7.6309185,7.1203194,8.1068945,6.760973,4.9065986,0.7100684,0.74555546,0.78057426,73.489006
-1043.8982,39,-0.07332764,9.693317,5.9502816,-2.10688,4.63,4.78,-0.98677367,1.0567617,-2.5404222,-2.022154,39.82573,-0.07332764,9.693317,5.9502816,-2.10688,4.6288743,4.7782493,-0.98677367,1.0567617,-2.5404222,-2.022154,-0.13312612,0.25690547,0.24541262,0.25488472,39.82573
-1044.038,44,7.4374237,3.0294,1.8816949,-0.5766031,-2.14,0.95,0.086575285,-0.72267425,-2.216241,-0.4247148,44.69946,7.4374237,3.0294,1.8816949,-0.5766031,-2.141957,0.9522232,0.086575285,-0.72267425,-2.216241,-0.4247148,-0.76087433,0.27155682,0.2976905,0.27975133,44.69946
-1044.7109,42,-3.5097222,7.841647,8.310997,0.658097,2.09,3.32,-0.97088665,0.9345712,-0.16940883,-0.9312847,42.618305,-3.5097222,7.841647,8.310997,0.658097,2.0902758,3.323754,-0.97088665,0.9345712,-0.16940883,-0.9312847,-0.033176403,0.69235504,0.70516264,0.7004097,42.618305
